timestamp,id,text,favorite_count,retweet_count,hashtags
Wed Mar 27 01:00:59 +0000 2019,1110708258329763840,i’ve been thinking about it a lot. and i love you,148544,20616,
Fri Mar 22 22:19:28 +0000 2019,1109218060752191488,we went to a new park today. and right at the entrance. was a big bucket of tennis balls with a little sign. that the human said was there in memory of a very good dog. who really liked tennis balls. and that i could play with one. to help that very good dog be remembered,220478,19661,
Wed Mar 20 04:17:09 +0000 2019,1108220910316576770,the human is fast asleep. but i jumped on their bed. and cuddled close. to remind them that i love them. because the nighttime is long. and i’m worried they might forget,254850,30155,
Mon Mar 18 12:30:00 +0000 2019,1107620165330452486,gooooob morning. at some point today i'm going to wink at the human. but i will do it very quickly. and only once. so they spend all week wondering if it actually happened,161164,14307,
Sat Mar 16 19:52:45 +0000 2019,1107006809036865536,we were in the car. stopped at a grey light. when i accidentally dropped my stuffed fren sebastian out the window. the human saved him. and as far as i could tell. nobody in the cars around us. seemed to mind the delay,180218,13497,
Wed Mar 13 19:50:28 +0000 2019,1105919073815191552,the small neighbor human. stopped by the house after school. i guess they hate a thing called math. and really needed to tell someone. as long as they don’t stop petting me. i am a fabulous listener,137243,10643,
Mon Mar 11 17:47:08 +0000 2019,1105163258871177217,apparently. we lost an entire hour of sleep the other night. which is rude. so to get my revenge. i will be sleeping all day every day. for the rest of the year,182645,24574,
Thu Mar 07 18:18:30 +0000 2019,1103721602754068480,my stuffed fren sebastian. is a little shy. but he wanted me to tell you. he thinks you’re doing great,133352,13291,
Tue Mar 05 03:33:58 +0000 2019,1102774226417664001,hi. if you would like to cuddle. i certainly wouldn’t oppose,185408,25672,
Sat Mar 02 20:23:48 +0000 2019,1101941195498909696,WE ARE AT THE PARK. BUT THE HUMAN SAYS IT’S TIME TO LEAVE. WHICH DOESN’T MAKE SENSE. BECAUSE THEY CAN’T CATCH ME,211363,21711,
Thu Feb 28 00:52:47 +0000 2019,1100921724554567680,today the sun shined for the first time in a while. so i spent the evening outside. rolling on my back and kicking the air. to show my appreciation. and my pizzazz,134842,10014,
Tue Feb 26 14:24:48 +0000 2019,1100401295779753984,gooooob morning. i’m so glad you’re awake. an urgent matter requires your immediate attention. it’s me,163092,21520,
Mon Feb 25 17:16:14 +0000 2019,1100082051724668929,i’m going to take my nap. but the household must remain protected. so i left sebastian. and a few other stuffed frens. right at the front door. to guard against any intruders,142536,10501,
Fri Feb 22 13:33:37 +0000 2019,1098938865216188424,gooooob morning. i would like a pancake,145414,17165,
Wed Feb 20 18:50:45 +0000 2019,1098293897439014912,when i run through the house. with paws full of mud. please remember. i am making art. i am an artist,164465,18898,
Mon Feb 18 17:58:04 +0000 2019,1097555864372690945,i’m sorry i forgot to say gooooob morning. i woke up. and was immediately distracted by everything,148125,12585,
Sat Feb 16 04:07:02 +0000 2019,1096621952028921856,i had been asleep several hours. when the human decided to wake me up with a hug. that’s no problem. it’s what i’m here for,213004,22375,
Thu Feb 14 16:27:59 +0000 2019,1096083645188648961,on our walk today. we passed the cutest pup in the world. i was too scared to say anything. and just kept walking. but i’m telling everyone. i have a valentine,160762,15132,
Wed Feb 13 02:27:17 +0000 2019,1095509686781063168,i will love you. for all eternity. and in return. could you please wipe away my eye boogers,202517,23074,
Mon Feb 11 21:56:23 +0000 2019,1095079126120067072,i have a meeting very shortly. with my stuffed fren sebastian. to go over the dangers of raisins. but my ear just turned inside out. and he can’t see me like this,142841,11949,
Sun Feb 10 17:16:00 +0000 2019,1094646175196741632,there was a sandwich. on the edge of the counter. and now there isn’t. those are all the details. we can confirm so far. the piece of lettuce on my nose. is purely circumstantial,184019,20267,
Fri Feb 08 02:01:47 +0000 2019,1093691330125938688,oh don’t mind me. i just love you,175359,28423,
Wed Feb 06 19:26:29 +0000 2019,1093229460336168960,the commercial on the tv. made a doorbell noise. i know deep down it wasn’t my doorbell. but. there’s no harm in making sure,154572,13306,
Wed Feb 06 17:30:48 +0000 2019,1093200347248521216,"RT @dog_rates: WE MADE A GAME! 🎲

It’s like a dog show but each of the 45 dogs has 6 characteristics (floof, boopability, etc.) plus an ove…",0,3672,
Tue Feb 05 14:21:16 +0000 2019,1092790265230680066,gooooob morning. be sure to start your day with a stretchum. maybe even a wiggle. now you’re ready for anything. the haters won’t know what hit them,140272,20270,
Sun Feb 03 01:00:30 +0000 2019,1091863969822724096,"the human has a new fren coming over tonight. and i’ve prepared. a simple entrance survey for them

6. do you like me
c. how much do you like me
2. do you jump in puddles
a. i like to jump in puddles
b. can i lick your ear
3. do you like me
7. i’m already licking your ear",178565,19774,
Thu Jan 31 14:40:30 +0000 2019,1090983164569239553,gooooob morning. i am making the executive decision. that it is too cold. to do anything at all today. secure a cuddle buddy. and recommence your snoozles,169023,23870,
Wed Jan 30 04:24:38 +0000 2019,1090465788517969920,i fell asleep with my tongue out. and the human decided to poke it. i should really know better by now. they do that every time,161693,13753,
Mon Jan 28 17:07:52 +0000 2019,1089933087448809474,"i made you three love cards. and a pack of love stickers. to give to anyone you want. you could also keep them. and pretend they’re from me

⇨ https://t.co/HazNaLlJVq https://t.co/bGEOnxQUsw",38641,3259,
Sun Jan 27 21:24:09 +0000 2019,1089635195236446208,WE’RE GOING TO THE PARK. AND I’M BRINGING MY STUFFED FREN SEBASTIAN. AND I’M GOING TO SHOW HIM. TO EVERYBODY,154164,9764,
Fri Jan 25 18:07:25 +0000 2019,1088860908799983616,ibuprofen. is just evil skittles. please feel better carbon https://t.co/MMkh67Yfdz,100659,8504,
Wed Jan 23 02:35:04 +0000 2019,1087901501928787968,i’ve been talking a lot. with my stuffed fren sebastian. and we strongly believe. that cuddles are crucial. and should be distributed bountifully,129489,14461,
Mon Jan 21 16:15:00 +0000 2019,1087383066664828929,sometimes. i'll lean against your leg. and it's not because. i'm afraid to lose my balance. it's just that. i'm afraid to lose you,213746,24906,
Sat Jan 19 18:54:30 +0000 2019,1086698429701447680,the human took a little swab of my cheek. and is sending it away. to see what type of pup i am. but i don’t need the results. i’m 100% fabulous,162394,13193,
Thu Jan 17 14:13:49 +0000 2019,1085903021119201280,gooooob morning. i’ve been giving it a lot of thought. and i really think. today is your day,130976,18579,
Mon Jan 14 17:43:25 +0000 2019,1084868602396897281,i just found out. that not everything is about me. and i’m devastated. to say the least,199893,34967,
Sun Jan 13 03:49:21 +0000 2019,1084296313657847808,the human went out tonight. and i hope they’re having fun. but i can’t fall asleep. until they’ve returned safe and sound. so for the sake of my snoozle. please hurry home,180079,14702,
Thu Jan 10 03:23:24 +0000 2019,1083202623002603522,i don’t mean to interrupt. but i love you,170011,25624,
Wed Jan 09 14:29:03 +0000 2019,1083007747828924416,sometimes. when i first wake up. i can’t open my eyes all the way. but i’m still excited for what the day could bring. so i pair the squint. with a little smile. while the household recognizes its king,134260,10566,
Tue Jan 08 23:19:41 +0000 2019,1082778901292728320,tonight is a very big night. i scheduled a playdate. with the neighbor pup. and after i introduce them. to my stuffed fren sebastian. we’re going to watch the skittle under the fridge. together,149314,10950,
Mon Jan 07 14:24:18 +0000 2019,1082281777828372480,gooooob morning. the human is off to do. whatever they do to provide for us. and i am off. to wiggle around on my back a bit. we both contribute in our own way,172952,16911,
Thu Jan 03 19:55:10 +0000 2019,1080915492867592194,i found a really good stick. but i chewed it too hard. and it broke in half. which was disappointing until i realized. now i have two sticks. today has been. an emotional roller coaster,212436,24944,
Wed Jan 02 21:31:44 +0000 2019,1080577406547738624,it’s time to say goodbye. to my tree fren steven. so we took down his lights. and all his special orbs. the human says he’ll be back soon. but it’s still okay to be sad. which is comforting. because that’s exactly what i am,142557,10986,
Tue Jan 01 15:17:54 +0000 2019,1080120939109646336,gooooob morning. i was told that this year. is the year of the belly rub. please don’t look that up. you can trust me,195443,23672,
Tue Jan 01 03:11:36 +0000 2019,1079938162791772161,my new year’s resolution. is to find a way. to love you more,149831,24299,
Tue Jan 01 01:40:17 +0000 2019,1079915179163422720,RT @dog_rates: The Dogs of 2018 https://t.co/vxbahkstHe,0,164592,
Fri Dec 28 16:47:52 +0000 2018,1078694027854311425,i was lying on the couch. all snuggled up with the human. when they got up and left the room. it’s like they don’t know. that without attention. i will explode,187812,22080,
Tue Dec 25 13:34:28 +0000 2018,1077558194128465920,gooooob morning. there is a box. underneath my tree fren steven. that smells like peanut butter. i am trying my best. to remain calm. but i think it’s for me,188929,18705,
Tue Dec 25 01:37:58 +0000 2018,1077377881863536640,i forgot to tell the human. what i wanted for christmas. but that’s okay. it’s hard to wrap a hug,254747,42050,
Sun Dec 23 04:07:03 +0000 2018,1076690624462635008,i helped put tiny lights. all around my tree fren steven. and now that it’s nighttime. he is fabulous,137683,11575,
Thu Dec 20 03:07:25 +0000 2018,1075588452199088128,there is a tree. growing inside the house. it wasn’t here earlier. but it’s here now. the human doesn’t seem concerned. so i think its our family now. he will be my veggie fren. and i shall call him steven,200258,24085,
Tue Dec 18 16:15:44 +0000 2018,1075062065025433600,some things in life. just aren’t fair. for example. i keep having to scoot over. to stay in the path of this sunbeam. shining through the window,108391,9216,
Sat Dec 15 22:13:32 +0000 2018,1074064944654626817,the human just came home. smelling like another dog. this isn’t a problem. i’m totally not upset. if anybody needs me. i’ll be over here. wondering what i ever did to deserve this,193550,24505,
Thu Dec 13 14:45:03 +0000 2018,1073227304556482560,gooooob morning. i think. you’re gonna do great today,125393,20584,
Wed Dec 12 02:28:14 +0000 2018,1072679489791057926,the human seems distracted. so i put my paw on their knee. and now they know. that whatever it is. we’re in it together,219932,30268,
Mon Dec 10 22:20:17 +0000 2018,1072254702853722113,i have a toy that looks like a cupcake. and sometimes. i squeak it very loud. for a very long time. i don’t mean to be annoying. i was in the zone,131924,11205,
Fri Dec 07 22:26:43 +0000 2018,1071169158681903107,THE GARAGE DOOR IS OPENING. THE HUMAN IS HOME. THE WEEKEND HAS BEGUN. PLEASE HELP. I CAN’T STOP SPINNING,189440,17825,
Fri Dec 07 02:54:42 +0000 2018,1070874209327476736,my stuffed fren sebastian. is being washed as we speak. the time apart can be lonely. but i can be patient. for when he emerges from the dryer. he’ll be super toasty,131687,10601,
Wed Dec 05 22:32:38 +0000 2018,1070445873862197250,my reflection has never fooled me. that couldn’t be another dog. nobody else. is so good looking,122306,10964,
Mon Dec 03 14:07:43 +0000 2018,1069594031657820160,gooooob morning. i spotted the human. secretly putting a piece of pancake in my bowl. so the next time i get a drink. boom. surprise pancake. i am eternally grateful,165944,13482,
Sat Dec 01 01:32:15 +0000 2018,1068679135445295110,the human was planning on going out tonight. but i sat in front of the door. and made eye contact once. so now we’re watching movies,168126,17533,
Wed Nov 28 19:54:21 +0000 2018,1067869325778915329,i was only outside for a minute. when a snowflake landed on my nose. i hurried inside. to show my stuffed fren sebastian. but by the time i found him. my wintery pal was gone,137641,11595,
Wed Nov 28 03:30:48 +0000 2018,1067621803428900864,i have performed my final security lap. around the household. i’m happy to report. snoozles are a go,143025,11974,
Tue Nov 27 13:46:29 +0000 2018,1067414361248010242,gooooob morning. i don’t mean to alarm anyone. but i’m feeling great,106171,9752,
Sun Nov 25 18:21:44 +0000 2018,1066758854283796480,sometimes. i lie down during a walk. and refuse to get up. so the human has no choice. but to spend more time with me,142411,11444,
Thu Nov 22 17:34:43 +0000 2018,1065659855283863552,the household is filled. with so many smells. ready your tippy taps. today has potential,128349,13815,
Wed Nov 21 15:42:34 +0000 2018,1065269243623731200,gooooob morning. our walk was very chilly. but i wasn’t bothered. because i wore a jacket. and it had hedgehogs on it,127682,9413,
Tue Nov 20 23:00:00 +0000 2018,1065016941662937088,every time the human comes home. i must be ready with a gift. most of the time they return unexpectedly. and i panic. so the gift is almost always. whatever is closest to me,153784,15618,
Tue Nov 20 00:41:47 +0000 2018,1064680168990609410,one of my biggest goals. is to eat a leaf. during the nighttime. this is known as a dark crunch. and it’s very advanced,129528,11452,
Fri Nov 16 19:05:11 +0000 2018,1063508295942590467,i have asked the human. to clear their schedule https://t.co/1LFv7e3j6A,87434,10795,
Thu Nov 15 02:47:45 +0000 2018,1062899931088912384,i may have already mentioned this. but i love you,142412,20614,
Tue Nov 13 13:34:25 +0000 2018,1062337892700307457,gooooob morning. i helped walk the small neighbor human. to the bus at the end of the street. i tried to get on with them. but was quickly denied. they know that with an education. i’d be too powerful,249034,32708,
Sun Nov 11 19:41:17 +0000 2018,1061705440172666881,the human has spent all day. organizing yard leaves into one big pile. i can only assume. it’s so i can jump in it,144100,13318,
Fri Nov 09 22:25:55 +0000 2018,1061022096619438080,my ball rolled under the couch. and i cannot reach it. the human has been informed of the issue. and reminded. that my problems. are their problems,198433,23995,
Thu Nov 08 00:06:31 +0000 2018,1060322639040917505,you’re wrong. one day you’ll have a dog. and they’ll be special in their own ways. they might have a stuffed fren. or like to hop in puddles. you might even have a skittle under the fridge. but they’ll do many other things. that’s why they’ll be yours. that’s why you’ll love them https://t.co/osUrG6emFA,124147,13302,
Tue Nov 06 15:00:36 +0000 2018,1059822866374500353,i took a little trip. to the school down the road. and waited very patiently. as the human checked some boxes. to try and change the world,197528,34701,
Sun Nov 04 02:01:42 +0000 2018,1058902072140226561,rumor has it. we get an extra hour to snoozle tonight. i can’t wait to tell my stuffed fren sebastian. this magical news. he’s going to be so excited,171800,18373,
Thu Nov 01 17:45:42 +0000 2018,1058052475108896768,i accidentally dropped my ball. in my water bowl. technically making a soup. i am an innovator,147664,12740,
Wed Oct 31 23:05:25 +0000 2018,1057770547411648512,the tiny monsters are on their way. and my job. is to hold a bucket of candy for them. i’m not allowed to have any myself. but i expect many pats for my services. and those are just as sweet,169524,20248,
Wed Oct 31 14:56:09 +0000 2018,1057647418945212422,gooooob morning. it is the spooky day,138442,28558,
Mon Oct 29 03:59:52 +0000 2018,1056757482146562050,hi. it’s me again. i love you,177549,27432,
Fri Oct 26 02:06:05 +0000 2018,1055641686955577344,if you’re packing to go somewhere. and leave your suitcase open. i’m allowed to climb inside. and then you have to take me with you. it’s the law,152392,16145,
Thu Oct 25 15:34:09 +0000 2018,1055482654773043205,gooooob morning. you can do it. but if you need help. i’m just a noggin pat away,128308,20362,
Tue Oct 23 02:10:41 +0000 2018,1054555682106695680,if your day didn’t go well. that’s perfectly fine. because now you get to dream. and who knows what could happen. i hope i dream i’m a penguin. so i can zoom on my belly,180384,31349,
Sun Oct 21 21:20:31 +0000 2018,1054120268619268096,today was pumpkin carving day. and i was given. my very own little pumpkin. but i got too attached to it. and when it was time to carve. i didn’t let anyone near it. i saved it from the knife. and in the pumpkin realm. i am a hero,170774,17572,
Thu Oct 18 16:31:58 +0000 2018,1052960489666416640,sometimes. i’ll get really feisty. and nibble on the human’s sleeve. to remind them i am a descendant. of the mighty wolf,162879,19044,
Wed Oct 17 14:09:43 +0000 2018,1052562302174711809,gooooob morning. i wanted to wake up earlier. but i forgot why. so i didn’t,143289,20623,
Tue Oct 16 02:13:37 +0000 2018,1052019702296469505,one time. i was having a nightmare. and the human noticed. so they held my paw. to make sure i knew. everything was going to be okay,183325,18475,
Sun Oct 14 01:37:07 +0000 2018,1051285740057956352,the nights are getting colder. and i think it would really improve. my quality of snoozle. if you tucked me into bed,131865,13560,
Fri Oct 12 18:35:13 +0000 2018,1050817177669066752,gunner. listen closely. cancer doesn’t stand a chance against you https://t.co/eMIefgcdhg,62520,6159,
Thu Oct 11 18:38:22 +0000 2018,1050455583277674496,it is not the taste of the leaves. that intrigues me. it is the crunch,136049,15065,
Tue Oct 09 23:33:31 +0000 2018,1049805084455002114,exactly one year ago. a package arrived for me. and little did i know. that inside. would be the very best stuffed fren. anyone could ever ask for. happy birthday sebastian,192672,16464,
Mon Oct 08 14:12:49 +0000 2018,1049301594402185217,gooooob morning. it is a new day. a new chance. for you to change the world. i would do it myself. but then who would watch the skittle. under the fridge,148373,22917,
Fri Oct 05 22:38:56 +0000 2018,1048341797771124736,the human has only smiled once today. it was when i rolled over. with my feets in the air. and sneezed. it wasn’t on purpose. but they seemed to really enjoy it. so since then. i’ve been lying on my back. desperately trying to sneeze,274591,34034,
Fri Oct 05 17:22:23 +0000 2018,1048262135309119489,do not underestimate. the healing power. of a stuffed fren https://t.co/ps4ZjRFlYN,57426,4051,
Thu Oct 04 18:32:35 +0000 2018,1047917414460084224,i have locked myself in the bathroom. do not ask me how it happened. because i don’t have that information. hopefully. my stuffed fren sebastian. has already called. the proper authorities,146515,13829,
Wed Oct 03 21:03:13 +0000 2018,1047592935267737600,over the summer. the human tried to grow tomatoes in the backyard. but every so often. i would sneak over. and graze on them. like a brontosaurus,124793,12226,
Tue Oct 02 14:19:35 +0000 2018,1047128970053996544,gooooob morning. i am already very tired. so we’re going to try this whole thing. again tomorrow,133945,26946,
Mon Oct 01 22:57:55 +0000 2018,1046897024434655234,the small neighbor human. wants to learn how to take a pup on a walk. it was determined. that i am the perfect candidate. to show them how it’s done.. we’ve gone up and down our little street. several times. and have only gotten super tangled once. so it’s going really well,124714,9469,
Sun Sep 30 22:25:07 +0000 2018,1046526381713215490,i like to sit on one side of the couch. but sometimes. i sit on the other side of the couch. just to keep. everyone on their toes,118732,10363,
Thu Sep 27 22:02:12 +0000 2018,1045433449832681472,i was outside. minding my own business. when a leaf fell on my noggin. i will consider it my crown. and i will rule these lands benevolently,147127,18840,
Thu Sep 27 03:17:49 +0000 2018,1045150490697375745,i am exhausted. and if it’s okay with you. i’d like to redeem. this all-inclusive ticket. to snoozle city,121938,17691,
Tue Sep 25 21:39:42 +0000 2018,1044703010826448897,the human just got home. and once they are settled. i will carefully attempt. to remove a sock from their foot. using the most delicate of nibbles. so they know i missed them,145058,12584,
Sat Sep 22 21:08:49 +0000 2018,1043608076341919746,the human has guests coming over this evening. and my plan. is to introduce. each and every one of them. to my stuffed fren sebastian. everybody loves my stuffed fren sebastian,152417,13407,
Fri Sep 21 18:31:05 +0000 2018,1043205994183106560,you’re not alone doby. i get anxious when the human leaves too. let’s put you back together https://t.co/mzruA0851F,57657,5592,
Thu Sep 20 00:39:57 +0000 2018,1042574045177372672,if you don’t mind. i’m gonna love you a whole lot,160365,32278,
Tue Sep 18 19:28:47 +0000 2018,1042133349266018312,a lot of things in life are unpredictable. but not the skittle under the fridge. it just sits there. and i just watch it,102006,10046,
Mon Sep 17 13:50:26 +0000 2018,1041685815607349248,gooooob morning. i met a little turtle on our walk. they were very busy. and i only got to say hi. before they returned to important work. inside their shell,130795,11914,
Sun Sep 16 01:04:59 +0000 2018,1041130796109770752,the human just took a picture of me. from really up close. which makes the picture look. like i took it myself. they find this very funny,168951,17474,
Thu Sep 13 18:48:35 +0000 2018,1040311296858701824,sometimes. i’m inside. and want to go outside. but as soon as the human opens the door. i change my mind. this is not my fault. i am a fluid. yet increasingly complicated soul,181110,25696,
Wed Sep 12 14:28:10 +0000 2018,1039883372535984136,gooooob morning. today is full of possibilities. maybe i’ll do things. or maybe i won’t,118410,25333,
Tue Sep 11 01:46:41 +0000 2018,1039329348107595776,i just hopped in a puddle. during the nighttime. this is called a dark splash. and i am fearless,120205,11549,
Sun Sep 09 20:53:43 +0000 2018,1038893235337416704,the sports are happening. and based on the human’s reactions. they are happening well. but also not well sometimes,122473,16038,
Fri Sep 07 23:47:11 +0000 2018,1038212111355269120,i hope the human. is in the mood for a hug. because i could really use one,121435,16522,
Thu Sep 06 13:47:41 +0000 2018,1037698856501358592,gooooob morning. i had a dream. that i was chasing my tail. and started spinning so fast. i went back in time. and high-fived a dinosaur,113293,12807,
Tue Sep 04 18:53:21 +0000 2018,1037051004494200838,a human is at the door with a package. i know i’m supposed to bork around. perhaps even cause a rumpus. but they’re just doing their job. and i’m kind of tired. so i’ll just wiggle a bit. and smile through the window. to thank them for the gift,130136,11663,
Mon Sep 03 16:12:01 +0000 2018,1036648016923566080,sometimes. i wonder if there’s more to life. than being ridiculously good-looking,97422,12148,
Sat Sep 01 16:16:42 +0000 2018,1035924418118275073,every time i get brushed. i have to take my collar off. the human always laughs. and says that i’m naked. but joke’s on them. i’m very confident in my body,241198,38699,
Thu Aug 30 00:45:24 +0000 2018,1034965272132767744,if you’re ever sad. or in desperate need of snugs. do not worry. because i’ll come find you. and you bet. i’m bringing my stuffed fren sebastian with me,149866,21110,
Mon Aug 27 14:07:55 +0000 2018,1034080068639903745,gooooob morning. the human is trying to leave. but i’m touching them. faster than they can use a lint roller,141684,17106,
Sun Aug 26 16:14:46 +0000 2018,1033749606373445633,"today is #NationalDogDay. and according to me. i get three wishes. they are as follows:

7. catch tail. but in front of a crowd
c. a nice belly rub 
2. peanut butter pancakes for dinner",112849,15603,NationalDogDay
Sat Aug 25 15:35:46 +0000 2018,1033377403207335936,i brought my stuffed fren sebastian. with me on our walk this morning. but then i found a really nice stick. and i couldn’t carry both. so i kept sebastian. and let the human carry the stick. they seem annoyed. but actually they love me,105253,9187,
Fri Aug 24 16:25:53 +0000 2018,1033027624602349568,i really like your jacket jenny. you can have my knee. until yours is fixed https://t.co/ETfsYKJJHH,41494,3142,
Thu Aug 23 23:36:29 +0000 2018,1032773603643875330,sometimes. i hear my fren bork. so i start borking. even if i have no idea what i’m borking about. you cannot convince me. i’m not helping,124703,14422,
Wed Aug 22 18:12:17 +0000 2018,1032329628508151810,i just woke up. from my early afternoon snoozle. which means we’re not far away. from the midafternoon snoozle. but i may have to reschedule. the pre-evening snoozle. i’m just too busy,124509,14172,
Wed Aug 22 01:38:34 +0000 2018,1032079550790950913,today. was a very long day. but sometimes. long days are necessary. and if they end. with me in your lap. well then i think everything is gonna be alright,113907,16008,
Mon Aug 20 19:27:01 +0000 2018,1031623659142701057,THE BIG YELLOW CAR HAS RETURNED. THE SMALL NEIGHBOR HUMAN IS BACK. i met them at the stop. and did several speedy circles. to make sure they were not harmed. they confirmed for me there was plenty of snacks. so all is well. i told you guys not to worry,109089,8635,
Mon Aug 20 13:20:42 +0000 2018,1031531472153399298,"we have a predicament. i just watched the small neighbor human. skip down the street. and get on board. the biggest yellow car i have ever seen

where are they taking them? why wasn’t i invited? did they remember to pack. enough snacks for the day? are they ever. coming back?",93548,8690,
Mon Aug 20 01:18:58 +0000 2018,1031349841052553216,there’s a super cozy blanket. that the human and i. both really like. i think i should get to use it tonight. and the human thinks. they should get to use it tonight. so we comprimised. and now i’m super cozy,127960,12731,
Sat Aug 18 16:13:08 +0000 2018,1030850088413933568,we had a big adventure planned for today. but the sky droplets just won’t stop. so i think we’ll watch a movie. and cuddle so close. we become. a single entity,114437,11584,
Fri Aug 17 16:00:26 +0000 2018,1030484505692393472,a shaved butt is a confident look. and bowie. you pull it off so well https://t.co/hhREjNPBzU,49519,3879,
Thu Aug 16 21:19:56 +0000 2018,1030202522315698176,the small neighbor human. is hanging outside with some ice cream. and it is melting. way faster than it is being eaten. the only real solution here. is for me to trot over and help,107988,10402,
Wed Aug 15 19:37:08 +0000 2018,1029814263215546369,it is difficult. to perform a good sit. when my feets keep sliding away from me. this is why. i believe the entire household. should be carpeted. thank you for your time,138770,14400,
Tue Aug 14 14:00:17 +0000 2018,1029367104863121409,gooooob morning. before the human left. to do whatever they do. they gave my fren and i. a longer hug than usual. i’m not sure what was on their mind. but it’s certainly gone now. because our long hugs. are very powerful,137904,15644,
Sun Aug 12 23:58:12 +0000 2018,1028792801100746754,if i happen. to lie down on your foot. you’re not allowed to move. you should feel honored,135385,14779,
Sat Aug 11 03:58:33 +0000 2018,1028128512274845701,the human said. they might make pancakes in the morning. so the faster i fall asleep. the sooner i get a pancake. as you can imagine. it’s hard to snoozle. under so much pressure,190129,22159,
Thu Aug 09 01:03:02 +0000 2018,1027359566760222722,the human’s fren came over. for the first time in a long time. i tried to show them. how the skittle under the fridge. still hasn’t moved. but they didn’t seem super interested. that’s okay. we all have different passions,174648,18063,
Mon Aug 06 14:44:33 +0000 2018,1026479144673206274,gooooob morning. today is your day. and if it is not. well who really cares. i still love you lots,170565,35504,
Sun Aug 05 16:54:19 +0000 2018,1026149411804655616,WE’RE GOING ON A HIKE. AND I’M CARRYING MY TRAVEL BOWL. IN CASE OF THIRST. BUT I HAVE To keep stopping. and looking back. because the human is slow. and i am speedy,192910,17799,
Sat Aug 04 21:09:15 +0000 2018,1025851181292310528,sometimes. i let out a little grunt. this could mean i’m hungry. or tired. or that i’m happy you’re around. on very special occasions. it means all three,117417,11577,
Fri Aug 03 02:45:40 +0000 2018,1025211065590849537,i always make sure. to say goodnight to my stuffed fren sebastian. it’s the simplest way. to prevent all the nightmares. and let him know he matters,118385,10811,
Thu Aug 02 00:49:48 +0000 2018,1024819520345726981,a fun fact about me. is that i love you,146121,26009,
Tue Jul 31 00:34:59 +0000 2018,1024091015907614720,the human is flapping my ears. and acting like i’m flying. it is quite clear i’m still on the ground. but that’s not important. i know how much they enjoy this,164298,20278,
Mon Jul 30 15:31:10 +0000 2018,1023954158578266113,sometimes. i roll over onto my back. with my feets in the air. but then forget why i did. so i slowly return to my side. and hope no one saw me,170798,17769,
Sat Jul 28 03:22:03 +0000 2018,1023045894076354563,the human went out. to have fun with some frens. they promised they’d be back soon. so i’m not worried at all. and in the meantime. i found an old jacket. that smells like they’re still here. it will be my new bed. until they return,204655,22498,
Thu Jul 26 19:35:48 +0000 2018,1022566173827850242,i was awoken from my snoozle. by a car coming down the street. quite rude of them to be honest. i was dreaming of peanut butter,101568,9536,
Wed Jul 25 15:00:07 +0000 2018,1022134406855766016,gooooob morning. there are people on the roof. the human says they’re fixing it. but i’m not convinced. please set the household alert level. to light gray,110642,9465,
Tue Jul 24 19:16:49 +0000 2018,1021836620352442369,these crossed paws. are no accident. i’m feeling fancy,158062,25482,
Tue Jul 24 01:50:19 +0000 2018,1021573260172034049,everything. is going to be alright. because guess what. i love you,151541,35462,
Sat Jul 21 22:07:10 +0000 2018,1020792324236996608,on our walk today. i tried to say hello to a person passing by. but they backed away. and continued on. without so much as a smile. the human later explained. that not everyone is going to like me. and i need to be okay with that. but here’s the thing.. i’m not okay with that,238276,33783,
Fri Jul 20 16:24:50 +0000 2018,1020343786587803648,higgins. listen closely. that cancer doesn’t stand a chance against you https://t.co/TukDseGoRR,56421,5739,
Thu Jul 19 23:33:35 +0000 2018,1020089299352596481,sometimes. i will yawn really big. and soon after. the human will also yawn. i have yet to decide. what to do with my powers,148598,20807,
Wed Jul 18 15:11:08 +0000 2018,1019600463497449472,gooooob morning. today is a very busy day.. after the midday snoozle. i have a meeting with my stuffed fren sebastian. about what to do. if we’re ever separated in public. then it’s my turn. to watch the skittle under the fridge. this is of course. followed by another snoozle,111829,11375,
Tue Jul 17 00:32:30 +0000 2018,1019016959785099264,i can fit in your lap. no measurements required. just trust me,160276,24303,
Sun Jul 15 15:47:27 +0000 2018,1018522438370516992,i found. the perfect spot in the yard. where the sun shines through the trees. and toasts me like a marshmallow,141916,16018,
Fri Jul 13 02:20:40 +0000 2018,1017594629376696320,the night snoozle. has arrived once more. please assemble your snugs. and brace for perfect dreams. tomorrow awaits,78189,9017,
Thu Jul 12 00:27:18 +0000 2018,1017203711431663617,the human took my fren. on a special sunset walk. they didn’t use his wagon. they just walked real slow. and i watched from the window. as they smiled the whole time,75161,4403,
Tue Jul 10 14:48:06 +0000 2018,1016695563981676544,gooooob morning. the human made waffles. and i got to taste one. what i’m trying to say. is never give up on your dreams,152977,24114,
Mon Jul 09 01:51:59 +0000 2018,1016137860053979137,sometimes. i don’t know what to do. with all my love. occasionally it overflows. in the form of a burp,110634,14679,
Sat Jul 07 16:18:25 +0000 2018,1015631127846031360,i have stolen a yogurt lid. from the trash. it’s nothing personal. i was just feeling angsty. but now the human is chasing me. and i have no choice. but to evade them spectacularly,148502,16225,
Wed Jul 04 23:17:24 +0000 2018,1014649404865810432,the human invited many guests. to the household this evening. but i reserved a whole room to myself. i have special headphones. to ward off the sky booms. i have my stuffed fren sebastian. to keep me company. and the human plans to check in on me. every other minute,172979,19103,
